,objectid,energiomraadeid,bygningsomraadeid,har_grunnvarme,har_fjernvarme,har_adresse,bygning_id,bygningstype_navn,profet_bygningstype,profet_bygningsstandard,bruksareal_totalt,bebygd_areal,antall_etasjer,x,y,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,oppgraderes,varme_finnes,reduksjon_termiskbehov,reduksjon_elektriskbehov,har_eksisterende_data,_termisk_energibehov,_elektrisk_energibehov,_romoppvarming_energibehov,_tappevann_energibehov,_elspesifikt_energibehov,_kompressor,_levert_fra_kilde,_spisslast,_fjernvarmeproduksjon,_solcelleproduksjon,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi_liste,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elektrisk_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elektrisk_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elektrisk_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario_navn
20,22,A,P3,,,Østmarkveien 38,0,0,Andre,Eldre,546,0,0,10.448821,63.453542,False,False,False,False,False,False,0,0,False,[ 8.7255168  8.4512064  8.7106656 ... 10.124751  10.0514232 10.112193 ],[5.2762164 5.0878464 5.0733774 ... 5.5455036 5.5038438 5.2661154],[8.293194  8.0333526 8.3025852 ... 9.5239326 9.5302116 9.610965 ],[0.4323228 0.4178538 0.4080804 ... 0.6008184 0.5212116 0.501228 ],[5.2762164 5.0878464 5.0733774 ... 5.5455036 5.5038438 5.2661154],0,0,0,0,0,0,0,[14.0017332 13.5390528 13.784043  ... 15.6702546 15.555267  15.3783084],141400.0,10.0,15.0,68391.8105052,0.0,0,73018.78856999999,0.0,0.0,0,2.762487,0.0,0,7.44198,0.0,0.0,0,4.136769,0.0,0,11.30493,0.0,0.0,0,Referansesituasjon
21,24,D,P3,,,Østmarkveien 26F,2984054,Bo- og behandlingssenter,Sykehjem,Eldre,352,0,2,10.445739,63.451703,False,False,True,False,False,True,0,0,False,[7.392 7.392 7.392 ... 8.096 7.744 7.744],[2.816 2.816 2.816 ... 3.52  3.168 3.168],[6.688 6.688 6.688 ... 7.04  7.04  7.04 ],[0.704 0.704 0.704 ... 1.056 0.704 0.704],[2.816 2.816 2.816 ... 3.52  3.168 3.168],[1.98811533 1.95960092 1.87976055 ... 1.94249227 1.93678938 1.86835478],"[-3.34666081 -3.29866154 -3.16426359 ... -3.26986198 -3.26026213
 -3.14506388]",[2.05722386 2.13373754 2.34797586 ... 2.88364575 2.54694849 2.73058133],0,0,0,0,[6.86133919 6.90933846 7.04373641 ... 8.34613802 7.65173787 7.76693612],66600.0,6.0,7.0,59474.272000000004,27077.868010582974,0,34158.08,16085.86218450474,16310.541804912285,0,3.872,2.4290186335403723,0,4.576,1.4429813664596276,0.0,0,4.928,3.0914782608695646,0,4.928,1.8365217391304354,0.0,0,Referansesituasjon
22,27,A,P3,,,Østmarkveien 49,4811105,Sykehus,Sykehus,TEK10/TEK17,6750,0,5,10.452927,63.454629,False,False,True,False,False,True,0,0,True,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[10  0 10 ... 10 20 10],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[-0. -0. -0. ... -0. -0. -0.],[0. 0. 0. ... 0. 0. 0.],0,0,0,0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,Referansesituasjon
23,31,A,P3,,,Harry Borthens Vei 13,2987239,Stort frittliggende boligbygg på 5 etg. el. mer,Hus,TEK10/TEK17,3725,0,12,10.447886,63.454105,False,False,False,False,False,False,0,0,False,[40.975 37.25  37.25  ... 59.6   55.875 52.15 ],[14.9   11.175  7.45  ... 26.075 22.35  18.625],[37.25  37.25  37.25  ... 52.15  48.425 48.425],[3.725 0.    0.    ... 7.45  7.45  3.725],[14.9   11.175  7.45  ... 26.075 22.35  18.625],0,0,0,0,0,0,0,[55.875 48.425 44.7   ... 85.675 78.225 70.775],444200.0,30.0,19.0,310620.29999999993,0.0,0,133593.4,0.0,0.0,0,14.9,0.0,0,14.9,0.0,0.0,0,7.45,0.0,0,11.175,0.0,0.0,0,Referansesituasjon
24,35,A,P3,,,Sjømannsveien 21A,2987440,Annen bygning for bofellesskap,Sykehjem,Eldre,2232,0,5,10.442713,63.450953,False,False,True,False,False,True,0,0,False,[46.872 46.872 46.872 ... 51.336 49.104 49.104],[17.856 17.856 17.856 ... 22.32  20.088 20.088],[42.408 42.408 42.408 ... 44.64  44.64  44.64 ],[4.464 4.464 4.464 ... 6.696 4.464 4.464],[17.856 17.856 17.856 ... 22.32  20.088 20.088],[2.88166067 2.84033064 2.72460655 ... 2.81553262 2.80726661 2.70807453],"[-4.85079547 -4.78122324 -4.58642102 ... -4.73947991 -4.72556547
 -4.55859213]","[39.13954386 39.25044612 39.56097243 ... 43.78098747 41.57116792
 41.83733333]",0,0,0,0,"[59.87720453 59.94677676 60.14157898 ... 68.91652009 64.46643453
 64.63340787]",543100.0,44.0,56.0,377120.952,50611.354459814116,0,216593.28,30066.151164246017,296443.4463759399,0,24.552,9.108615482806393,0,29.016,5.4110587026572645,10.032325814536343,0,31.247999999999998,6.590101028969938,0,31.248,3.9149115023583807,20.74298746867168,0,Referansesituasjon
25,36,A,P3,,,Østmarkveien 28U,2987456,Barnehage,Barnehage,Eldre,410,0,2,10.444561,63.451796,False,False,False,False,False,False,0,0,False,[5.33 5.33 5.33 ... 6.97 6.15 6.56],[1.64 2.05 2.05 ... 1.64 1.64 1.64],[4.92 4.92 4.92 ... 6.56 5.74 6.15],[0.41 0.41 0.41 ... 0.41 0.41 0.41],[1.64 2.05 2.05 ... 1.64 1.64 1.64],0,0,0,0,0,0,0,[6.97 7.38 7.38 ... 8.61 7.79 8.2 ],75700.0,2.0,9.0,46885.14,0.0,0,28837.759999999995,0.0,0.0,0,0.8200000000000001,0.0,0,1.6400000000000001,0.0,0.0,0,2.87,0.0,0,6.5600000000000005,0.0,0.0,0,Referansesituasjon
26,38,A,P3,,,Østmarkveien 39,2987668,Sykehus,Sykehus,Eldre,1615,0,4,10.454588,63.45375,False,False,False,False,False,False,0,0,True,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[63 63 63 ... 56 59 60],[0. 0. 0. ... 0. 0. 0.],0,0,0,0,0,0,0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,Referansesituasjon
27,39,A,P3,,,Østmarkveien  33,2987670,Sykehus,Sykehus,Eldre,1595,0,4,10.454744,63.452869,False,False,True,False,False,True,0,0,False,[25.489376  24.688048  25.445992  ... 29.5768825 29.362674  29.5401975],[15.413123  14.862848  14.8205805 ... 16.199777  16.0780785 15.3836155],[24.226455  23.4673945 24.253889  ... 27.8217445 27.840087  28.0759875],[1.262921  1.2206535 1.192103  ... 1.755138  1.522587  1.46421  ],[15.413123  14.862848  14.8205805 ... 16.199777  16.0780785 15.3836155],[2.88166067 2.84033064 2.72460655 ... 2.81553262 2.80726661 2.70807453],"[-4.85079547 -4.78122324 -4.58642102 ... -4.73947991 -4.72556547
 -4.55859213]","[17.75691986 17.06649412 18.13496443 ... 22.02186997 21.82984192
 22.27353083]",0,0,0,0,"[36.05170353 34.76967276 35.68015148 ... 41.03717959 40.71518703
 40.36522087]",368000.0,25.0,39.0,199789.263289,45137.04350729465,0,213305.801775,26814.085251858218,127838.13452984713,0,8.0699025,5.062485419254657,0,21.73985,3.007417080745342,0.0,0,12.0845175,6.590101028969938,0,33.024475,3.9149115023583807,1.5795049686716816,0,Referansesituasjon
28,40,B,P3,,,Østmarkveien 31,2987671,Sykehus,Sykehus,Eldre,1595,0,4,10.45264,63.452522,False,False,False,False,False,False,0,0,False,[25.489376  24.688048  25.445992  ... 29.5768825 29.362674  29.5401975],[15.413123  14.862848  14.8205805 ... 16.199777  16.0780785 15.3836155],[24.226455  23.4673945 24.253889  ... 27.8217445 27.840087  28.0759875],[1.262921  1.2206535 1.192103  ... 1.755138  1.522587  1.46421  ],[15.413123  14.862848  14.8205805 ... 16.199777  16.0780785 15.3836155],0,0,0,0,0,0,0,[40.902499  39.550896  40.2665725 ... 45.7766595 45.4407525 44.923813 ],413100.0,30.0,45.0,199789.263289,0.0,0,213305.801775,0.0,0.0,0,8.0699025,0.0,0,21.73985,0.0,0.0,0,12.0845175,0.0,0,33.024475,0.0,0.0,0,Referansesituasjon
29,41,B,P3,,,Østmarkveien 43,2987672,Sykehus,Sykehus,Eldre,1495,0,4,10.451577,63.453305,False,False,True,False,False,True,0,0,True,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[19 21 19 ... 38 28 28],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[-0. -0. -0. ... -0. -0. -0.],[0. 0. 0. ... 0. 0. 0.],0,0,0,0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,Referansesituasjon
30,42,B,P3,,,Østmarkveien 23,2987675,Sykehus,Sykehus,Eldre,1680,0,6,10.449077,63.452271,False,False,False,False,False,False,0,0,False,[26.847744 26.003712 26.802048 ... 31.15308  30.927456 31.11444 ],[16.234512 15.654912 15.610392 ... 17.063088 16.934904 16.203432],[25.51752  24.718008 25.546416 ... 29.304408 29.323728 29.5722  ],[1.330224 1.285704 1.255632 ... 1.848672 1.603728 1.54224 ],[16.234512 15.654912 15.610392 ... 17.063088 16.934904 16.203432],0,0,0,0,0,0,0,[43.082256 41.658624 42.41244  ... 48.216168 47.86236  47.317872],435100.0,31.0,48.0,210436.340016,0.0,0,224673.1956,0.0,0.0,0,8.49996,0.0,0,22.8984,0.0,0.0,0,12.72852,0.0,0,34.784400000000005,0.0,0.0,0,Referansesituasjon
31,52,B,P3,,,Østmarkveien 19,2987687,Veksthus,Hus,Eldre,295,0,1,10.451696,63.451311,False,False,True,False,False,True,0,0,False,[5.605 4.425 5.31  ... 7.67  7.08  7.08 ],[1.18  0.885 0.59  ... 2.065 1.77  1.475],[5.31  4.425 5.31  ... 7.08  6.49  6.785],[0.295 0.    0.    ... 0.59  0.59  0.295],[1.18  0.885 0.59  ... 2.065 1.77  1.475],[1.7001798  1.64906832 1.60751786 ... 1.66116425 1.6562873  1.59776398],"[-2.86196933 -2.77593168 -2.7059884  ... -2.79629315 -2.78808363
 -2.68956936]",[1.04285088 0.         0.99649373 ... 3.21254261 2.63562907 2.79266667],0,0,0,0,[3.92303067 2.53406832 3.1940116  ... 6.93870685 6.06191637 5.86543064],34000.0,2.0,2.0,43464.12,20042.552166931295,0,10579.880000000001,11906.466633820579,11515.101199248125,0,1.77,1.1103726708074533,0,1.18,0.6596273291925467,0.0,0,1.77,1.1103726708074533,0,0.885,0.6596273291925467,0.0,0,Referansesituasjon
32,54,A,P3,,,Østmarkveien 26,2987693,Andre småhus m/3 boliger el fl,Hus,Eldre,388,0,3,10.448255,63.451866,False,False,True,False,False,True,0,0,False,[ 7.372  5.82   6.984 ... 10.088  9.312  9.312],[1.552 1.164 0.776 ... 2.716 2.328 1.94 ],[6.984 5.82  6.984 ... 9.312 8.536 8.924],[0.388 0.    0.    ... 0.776 0.776 0.388],[1.552 1.164 0.776 ... 2.716 2.328 1.94 ],[2.23616868 2.1689441  2.11429468 ... 2.18485331 2.17843889 2.10146584],"[-3.76421728 -3.6510559  -3.55906271 ... -3.67783641 -3.6670388
 -3.53746749]",[1.37161404 0.         1.31064261 ... 4.22531028 3.46652231 3.67306667],0,0,0,0,[5.15978272 3.3329441  4.20093729 ... 9.12616359 7.9729612  7.71453251],44700.0,2.0,2.0,57166.367999999995,26361.051663624898,0,13915.232000000002,15660.03069126232,15145.285645112783,0,2.3280000000000003,1.4604223602484472,0,1.552,0.8675776397515531,0.0,0,2.3280000000000003,1.4604223602484472,0,1.164,0.8675776397515531,0.0,0,Referansesituasjon
33,55,A,P3,,,Østmarkveien 26,2987694,Andre småhus m/3 boliger el fl,Hus,Eldre,388,0,3,10.44784,63.451996,False,False,False,False,False,False,0,0,False,[ 7.372  5.82   6.984 ... 10.088  9.312  9.312],[1.552 1.164 0.776 ... 2.716 2.328 1.94 ],[6.984 5.82  6.984 ... 9.312 8.536 8.924],[0.388 0.    0.    ... 0.776 0.776 0.388],[1.552 1.164 0.776 ... 2.716 2.328 1.94 ],0,0,0,0,0,0,0,[ 8.924  6.984  7.76  ... 12.804 11.64  11.252],71100.0,4.0,3.0,57166.367999999995,0.0,0,13915.232000000002,0.0,0.0,0,2.3280000000000003,0.0,0,1.552,0.0,0.0,0,2.3280000000000003,0.0,0,1.164,0.0,0.0,0,Referansesituasjon
34,56,D,P3,,,Østmarkveien 26E,2987698,Bo- og behandlingssenter,Sykehjem,Eldre,424,0,2,10.446325,63.451778,False,False,False,False,False,False,0,0,False,[8.904 8.904 8.904 ... 9.752 9.328 9.328],[3.392 3.392 3.392 ... 4.24  3.816 3.816],[8.056 8.056 8.056 ... 8.48  8.48  8.48 ],[0.848 0.848 0.848 ... 1.272 0.848 0.848],[3.392 3.392 3.392 ... 4.24  3.816 3.816],0,0,0,0,0,0,0,[12.296 12.296 12.296 ... 13.992 13.144 13.144],112800.0,10.0,12.0,71639.464,0.0,0,41144.96,0.0,0.0,0,4.664,0.0,0,5.512,0.0,0.0,0,5.936,0.0,0,5.936,0.0,0.0,0,Referansesituasjon
35,57,A,P3,,,Østmarkveien 28C,2987699,Stort frittliggende boligbygg på 2 etg.,Hus,Eldre,510,0,3,10.448162,63.452415,False,False,True,False,False,True,0,0,False,[ 9.69  7.65  9.18 ... 13.26 12.24 12.24],[2.04 1.53 1.02 ... 3.57 3.06 2.55],[ 9.18  7.65  9.18 ... 12.24 11.22 11.73],[0.51 0.   0.   ... 1.02 1.02 0.51],[2.04 1.53 1.02 ... 3.57 3.06 2.55],[2.88166067 2.84033064 2.72460655 ... 2.81553262 2.80726661 2.70807453],"[-4.85079547 -4.78122324 -4.58642102 ... -4.73947991 -4.72556547
 -4.55859213]",[1.95754386 0.02844612 1.86897243 ... 5.70498747 4.70716792 4.97333333],0,0,0,0,"[ 6.87920453  4.39877676  5.61357898 ... 12.09052009 10.57443453
 10.23140787]",59200.0,3.0,3.0,75141.35999999999,34224.70708261336,0,18290.64,20331.509157988137,20585.14375939851,0,3.06,1.9196273291925463,0,2.04,1.1403726708074537,0.0,0,3.06,1.9196273291925463,0,1.53,1.1403726708074537,0.0,0,Referansesituasjon
36,58,A,P3,,,Østmarkveien 28G,2987700,Rekkehus,Hus,Eldre,822,0,3,10.447456,63.452332,False,False,False,False,False,False,0,0,False,[15.618 12.33  14.796 ... 21.372 19.728 19.728],[3.288 2.466 1.644 ... 5.754 4.932 4.11 ],[14.796 12.33  14.796 ... 19.728 18.084 18.906],[0.822 0.    0.    ... 1.644 1.644 0.822],[3.288 2.466 1.644 ... 5.754 4.932 4.11 ],0,0,0,0,0,0,0,[18.906 14.796 16.44  ... 27.126 24.66  23.838],150600.0,8.0,7.0,121110.19200000002,0.0,0,29480.208,0.0,0.0,0,4.932,0.0,0,3.2880000000000003,0.0,0.0,0,4.932,0.0,0,2.466,0.0,0.0,0,Referansesituasjon
37,59,A,P3,,,Østmarkveien 28N,2987701,Kjede/atriumhus,Hus,Eldre,410,0,2,10.445153,63.452006,False,False,False,False,False,False,0,0,False,[ 7.79  6.15  7.38 ... 10.66  9.84  9.84],[1.64 1.23 0.82 ... 2.87 2.46 2.05],[7.38 6.15 7.38 ... 9.84 9.02 9.43],[0.41 0.   0.   ... 0.82 0.82 0.41],[1.64 1.23 0.82 ... 2.87 2.46 2.05],0,0,0,0,0,0,0,[ 9.43  7.38  8.2  ... 13.53 12.3  11.89],75100.0,4.0,4.0,60407.76,0.0,0,14704.240000000002,0.0,0.0,0,2.46,0.0,0,1.6400000000000001,0.0,0.0,0,2.46,0.0,0,1.23,0.0,0.0,0,Referansesituasjon
38,60,A,P3,,,Østmarkveien 30,2987703,"Tomannsbolig, horisontaldelt",Hus,Eldre,229,0,3,10.448481,63.45278,False,False,True,False,False,True,0,0,False,[4.351 3.435 4.122 ... 5.954 5.496 5.496],[0.916 0.687 0.458 ... 1.603 1.374 1.145],[4.122 3.435 4.122 ... 5.496 5.038 5.267],[0.229 0.    0.    ... 0.458 0.458 0.229],[0.916 0.687 0.458 ... 1.603 1.374 1.145],[1.31980059 1.28012422 1.2478698  ... 1.28951394 1.28572811 1.24029814],"[-2.22166432 -2.15487578 -2.10058083 ... -2.1706818  -2.16430898
 -2.0878352 ]",[0.80953509 0.         0.77354937 ... 2.49380426 2.04596291 2.16786667],0,0,0,0,[3.04533568 1.96712422 2.47941917 ... 5.3863182  4.70569102 4.5531648 ],26400.0,1.0,1.0,33739.944,15558.455749922938,0,8212.856000000002,9242.646980152245,8938.841269924817,0,1.374,0.8619503105590062,0,0.916,0.5120496894409939,0.0,0,1.374,0.8619503105590062,0,0.687,0.5120496894409939,0.0,0,Referansesituasjon
39,61,A,P3,,,Østmarkveien 32,2987704,Andre småhus m/3 boliger el fl,Hus,Eldre,345,0,3,10.448003,63.452838,False,False,True,False,False,True,0,0,False,[6.555 5.175 6.21  ... 8.97  8.28  8.28 ],[1.38  1.035 0.69  ... 2.415 2.07  1.725],[6.21  5.175 6.21  ... 8.28  7.59  7.935],[0.345 0.    0.    ... 0.69  0.69  0.345],[1.38  1.035 0.69  ... 2.415 2.07  1.725],[1.98834586 1.92857143 1.87997852 ... 1.94271751 1.93701396 1.86857143],"[-3.34704887 -3.24642857 -3.1646305  ... -3.27024114 -3.26064017
 -3.14542857]",[1.21960526 0.         1.16539098 ... 3.75704135 3.08234586 3.266     ],0,0,0,0,[4.58795113 2.96357143 3.7353695  ... 8.11475886 7.08935983 6.85957143],39800.0,2.0,2.0,50830.920000000006,23439.594907089147,0,12373.080000000004,13924.511825993555,13466.813266917297,0,2.0700000000000003,1.2985714285714285,0,1.3800000000000001,0.7714285714285718,0.0,0,2.0700000000000003,1.2985714285714285,0,1.035,0.7714285714285718,0.0,0,Referansesituasjon
40,62,A,P3,,,Østmarkveien 34,2987705,Andre småhus m/3 boliger el fl,Hus,Eldre,348,0,3,10.447405,63.452925,False,False,True,False,False,True,0,0,False,[6.612 5.22  6.264 ... 9.048 8.352 8.352],[1.392 1.044 0.696 ... 2.436 2.088 1.74 ],[6.264 5.22  6.264 ... 8.352 7.656 8.004],[0.348 0.    0.    ... 0.696 0.696 0.348],[1.392 1.044 0.696 ... 2.436 2.088 1.74 ],[2.00563583 1.94534161 1.89632616 ... 1.9596107  1.95385756 1.88481988],"[-3.37615364 -3.27465839 -3.19214903 ... -3.29867802 -3.28899356
 -3.17278012]",[1.23021053 0.         1.17552481 ... 3.78971128 3.10914887 3.2944    ],0,0,0,0,[4.62784636 2.98934161 3.76785097 ... 8.18532198 7.15100644 6.91921988],40100.0,2.0,2.0,51272.92800000001,23643.41747149862,0,12480.672000000002,14045.594537523935,13583.915990977448,0,2.088,1.309863354037267,0,1.3920000000000001,0.778136645962733,0.0,0,2.088,1.309863354037267,0,1.044,0.778136645962733,0.0,0,Referansesituasjon
41,63,A,P3,,,Østmarkveien 36,2987706,Andre småhus m/3 boliger el fl,Hus,Eldre,345,0,3,10.446861,63.452868,False,False,False,False,False,False,0,0,False,[6.555 5.175 6.21  ... 8.97  8.28  8.28 ],[1.38  1.035 0.69  ... 2.415 2.07  1.725],[6.21  5.175 6.21  ... 8.28  7.59  7.935],[0.345 0.    0.    ... 0.69  0.69  0.345],[1.38  1.035 0.69  ... 2.415 2.07  1.725],0,0,0,0,0,0,0,[ 7.935  6.21   6.9   ... 11.385 10.35  10.005],63200.0,3.0,3.0,50830.920000000006,0.0,0,12373.080000000004,0.0,0.0,0,2.0700000000000003,0.0,0,1.3800000000000001,0.0,0.0,0,2.0700000000000003,0.0,0,1.035,0.0,0.0,0,Referansesituasjon
42,64,A,P3,,,Harry Borthens Vei 9,2987711,Stort frittliggende boligbygg på 5 etg. el. mer,Hus,Eldre,3375,0,12,10.445843,63.453354,False,False,False,False,False,False,0,0,False,[64.125 50.625 60.75  ... 87.75  81.    81.   ],[13.5   10.125  6.75  ... 23.625 20.25  16.875],[60.75  50.625 60.75  ... 81.    74.25  77.625],[3.375 0.    0.    ... 6.75  6.75  3.375],[13.5   10.125  6.75  ... 23.625 20.25  16.875],0,0,0,0,0,0,0,[ 77.625  60.75   67.5   ... 111.375 101.25   97.875],618300.0,34.0,30.0,497259.0,0.0,0,121041.0,0.0,0.0,0,20.25,0.0,0,13.5,0.0,0.0,0,20.25,0.0,0,10.125,0.0,0.0,0,Referansesituasjon
43,65,A,P3,,,Harry Borthens Vei 11,2987712,Stort frittliggende boligbygg på 5 etg. el. mer,Hus,Eldre,3725,0,12,10.446844,63.453721,False,False,True,False,False,True,0,0,False,[70.775 55.875 67.05  ... 96.85  89.4   89.4  ],[14.9   11.175  7.45  ... 26.075 22.35  18.625],[67.05  55.875 67.05  ... 89.4   81.95  85.675],[3.725 0.    0.    ... 7.45  7.45  3.725],[14.9   11.175  7.45  ... 26.075 22.35  18.625],[2.88166067 2.84033064 2.72460655 ... 2.81553262 2.80726661 2.70807453],"[-4.85079547 -4.78122324 -4.58642102 ... -4.73947991 -4.72556547
 -4.55859213]","[63.04254386 48.25344612 59.73897243 ... 89.29498747 81.86716792
 82.13333333]",0,0,0,0,"[ 80.82420453  62.26877676  69.91357898 ... 118.18552009 107.02443453
 103.46640787]",631800.0,28.0,27.0,548826.6,50601.748156882866,0,133593.4,30060.4444496334,468164.4073934837,0,22.35,9.108615482806393,0,14.9,5.4110587026572645,7.830325814536344,0,22.35,6.590101028969938,0,11.175,3.9149115023583807,11.844987468671683,0,Referansesituasjon
44,68,A,P3,,,Østmarkveien 40,4345647,Annen kontorbygning,Kontor,Eldre,673,0,3,10.447707,63.453335,False,False,False,False,False,False,0,0,False,[7.403 7.403 8.076 ... 8.749 8.749 8.749],[7.403 7.403 7.403 ... 7.403 7.403 7.403],[7.403 7.403 8.076 ... 8.749 8.749 8.749],[0. 0. 0. ... 0. 0. 0.],[7.403 7.403 7.403 ... 7.403 7.403 7.403],0,0,0,0,0,0,0,[14.806 14.806 15.479 ... 16.152 16.152 16.152],174600.0,9.0,22.0,59883.54,0.0,0,114750.538,0.0,0.0,0,0.673,0.0,0,8.076,0.0,0.0,0,2.692,0.0,0,18.844,0.0,0.0,0,Referansesituasjon
45,70,B,P3,,,Østmarkveien 19,4374167,Veksthus,Hus,Eldre,135,0,1,10.451853,63.451247,False,False,False,False,False,False,0,0,False,[2.565 2.025 2.43  ... 3.51  3.24  3.24 ],[0.54  0.405 0.27  ... 0.945 0.81  0.675],[2.43  2.025 2.43  ... 3.24  2.97  3.105],[0.135 0.    0.    ... 0.27  0.27  0.135],[0.54  0.405 0.27  ... 0.945 0.81  0.675],0,0,0,0,0,0,0,[3.105 2.43  2.7   ... 4.455 4.05  3.915],24700.0,1.0,1.0,19890.36,0.0,0,4841.640000000001,0.0,0.0,0,0.81,0.0,0,0.54,0.0,0.0,0,0.81,0.0,0,0.405,0.0,0.0,0,Referansesituasjon
46,76,A,P3,,,Østmarkveien 26G,5384266,Barnehage,Barnehage,TEK10/TEK17,1250,810,3,10.444673,63.451399,False,False,False,False,False,False,0,0,False,[ 8.75 10.   10.   ... 11.25 10.   10.  ],[5.   6.25 6.25 ... 5.   5.   5.  ],[ 7.5   8.75  8.75 ... 10.    8.75  8.75],[1.25 1.25 1.25 ... 1.25 1.25 1.25],[5.   6.25 6.25 ... 5.   5.   5.  ],0,0,0,0,0,0,0,[13.75 16.25 16.25 ... 16.25 15.   15.  ],183600.0,8.0,26.0,95655.0,0.0,0,87920.0,0.0,0.0,0,2.5,0.0,0,5.0,0.0,0.0,0,6.25,0.0,0,20.0,0.0,0.0,0,Referansesituasjon
47,77,A,P3,,,Østmarkveien 41,5565229,Sykehus,Sykehus,TEK10/TEK17,4265,3260,2,10.453051,63.454048,False,False,True,False,False,True,0,0,True,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[100. 102. 100. ...  20.  21.  22.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[-0. -0. -0. ... -0. -0. -0.],[0. 0. 0. ... 0. 0. 0.],0,0,0,0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,Referansesituasjon
48,82,A,P3,,,Østmarkveien 35,5837684,Annen primærhelsebygning,Sykehus,TEK10/TEK17,6090,5000,2,10.456097,63.453231,False,False,True,False,False,True,0,0,True,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[130 120 114 ...   0   2  17],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],[-0. -0. -0. ... -0. -0. -0.],[0. 0. 0. ... 0. 0. 0.],0,0,0,0,[0. 0. 0. ... 0. 0. 0.],0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,Referansesituasjon
49,83,A,P3,,,Østmarkveien 26,6097270,Annen kontorbygning,Kontor,TEK10/TEK17,120,0,2,10.445702,63.451828,False,False,False,False,False,False,0,0,False,[0.72 0.72 0.84 ... 0.96 0.84 0.96],[1.32 1.32 1.32 ... 1.32 1.32 1.32],[0.72 0.72 0.84 ... 0.96 0.84 0.96],[0. 0. 0. ... 0. 0. 0.],[1.32 1.32 1.32 ... 1.32 1.32 1.32],0,0,0,0,0,0,0,[2.04 2.04 2.16 ... 2.28 2.16 2.28],26800.0,2.0,4.0,6336.48,0.0,0,20460.72,0.0,0.0,0,0.12,0.0,0,1.44,0.0,0.0,0,0.36,0.0,0,3.36,0.0,0.0,0,Referansesituasjon
50,84,D,P3,,,Østmarkveien 22C,6098753,Bo- og behandlingssenter,Sykehjem,Eldre,236,130,2,10.448496,63.451588,False,False,False,False,False,False,0,0,False,[4.956 4.956 4.956 ... 5.428 5.192 5.192],[1.888 1.888 1.888 ... 2.36  2.124 2.124],[4.484 4.484 4.484 ... 4.72  4.72  4.72 ],[0.472 0.472 0.472 ... 0.708 0.472 0.472],[1.888 1.888 1.888 ... 2.36  2.124 2.124],0,0,0,0,0,0,0,[6.844 6.844 6.844 ... 7.788 7.316 7.316],62800.0,6.0,7.0,39874.796,0.0,0,22901.440000000002,0.0,0.0,0,2.596,0.0,0,3.068,0.0,0.0,0,3.3039999999999994,0.0,0,3.3040000000000003,0.0,0.0,0,Referansesituasjon
